,threshold,recall,precision,%_patients_flagged
0,0.1,0.890729959695477,0.20987654320987653,71.69226113926923
1,0.2,0.4948499776085983,0.3175287356321839,26.325743248354637
2,0.3,0.2225705329153605,0.47288296860133205,7.950677055753083
3,0.4,0.09270040304523063,0.6349693251533742,2.4661472123458656
4,0.45,0.0483654276757725,0.6666666666666666,1.2255087374234057
5,0.5,0.026421854008060904,0.7375,0.6051894999621756
6,0.6,0.007165248544558889,0.8888888888888888,0.13616763749148952
