,threshold,recall,precision,%_patients_flagged
0,0.1,0.9946260635915808,0.1705706166961063,98.50215598759362
1,0.2,0.9699955217196596,0.17730844793713163,92.41243664422423
2,0.3,0.8969995521719659,0.19677767953630024,77.00279900143732
3,0.4,0.7648902821316614,0.23257080610021785,55.55639609652773
4,0.45,0.6717420510523959,0.2565418163160595,44.231787578485516
5,0.5,0.5862068965517241,0.2840095465393795,34.866480066570844
6,0.6,0.3846842812360054,0.34553499597747384,18.806263711324608
